key,Source,Translated
﻿Common_Item,Items
neigong_desc_190024,<JmTipGray>Maximum Qi Increase</> <JmTipWhite>20</>
neigong_desc_190025,"<JmTipGray>During the battle, the negative status of <JmTipGray>1 layer will be converted to </> <JmTipWhite>1</> <JmTipGray></> <JmTipWhite>5%</> <JmTipGray>Qi and Blood</>"
neigong_desc_190025_collect,<JmTipGray>Way to acquire:Remain Poison Gas state</> <JmTipGray>above</><JmTipWhite>30 stacks</>
neigong_desc_190026,"<JmTipGray>Reduce</> <JmTipWhite>5</> <JmTipGray>Maximum layers of 「Scorching」state, resist「Burning」 state</>"
neigong_desc_190026_collect,<JmTipGray>Way to acquire:Inflict Heat on opponent</>
neigong_desc_190027,"<JmTipGray>Reduce</> <JmTipWhite>5</> <JmTipGray>Maximum layers of 「Burning」state, resist「Scorching」 state</>"
neigong_desc_190027_collect,<JmTipGray>Way to acquire:Inflict Cold on opponent</>
neigong_desc_190028,<JmTipGray>Able to tame animals</>
neigong_desc_190029,"<JmTipGray>For each domestication</> <JmTipWhite>1</> <JmTipGray>animal</> <JmTipWhite>+ 10</> <JmTipGray>Qi and blood,</> <JmTipWhite>+ 1</> < JmTipGray>Injury,</> <JmTipWhite>+ 20</> <JmTipGray>Load,</> <JmTipWhite>+ 2</> <JmTipGray>Infuriating</>"
neigong_desc_190031,"<JmTipGray>When sneaking, perception range</> <JmTipWhite>+ 1000</>"
neigong_desc_190031_collect,<JmTipGray>Way to acquire:Use Skill 「Hands of Theft」 in battle</>
neigong_desc_190032,"Every time <JmTipGray> receives </> <JmTipWhite>5</> <JmTipGray> damage, apply </> <JmTipWhite>1</> <JmTipGray> layer of doom to the opponent</>"
neigong_desc_190032_collect,<JmTipGray>Way to acquire:Use Skill 「Soultaker’s Song」 in battle</>
neigong_desc_190033,"<JmTipGray>When drawing a move, the probability of the move comes with drunkenness</>"
neigong_desc_190033_collect,<JmTipGray>How to acquire:Use Skill 「Wine-drinking Song」 in battle</>
neigong_desc_190034,<JmTipGray>Maximum Qi Increase</> <JmTipWhite>10</>
neigong_desc_190034_collect,<JmTipGray>Way to acquire:Swim</>
neigong_desc_190035,<JmTipGray>Great increase in blood and load</>
neigong_desc_190036,"<JmTipGray> At the beginning of the round, if the number of moves not played does not exceed </> <JmTipWhite>3</> <JmTipGray> moves, then recover</> <JmTipWhite>10%</> <JmTipGray>Qi and blood</> "
neigong_desc_190037,<JmTipGray>Connects Acupoints to cure the surrounding Ailments</>
neigong_desc_190038,"<JmTipGray>every time</> <JmTipWhite>3</> <JmTipGray> damage, steal opponent</> <JmTipWhite>1</> <JmTipGray> move</>"
neigong_desc_190039,<JmTipGray>Can treat Toxin insect hidden diseases in meridians</>
neigong_desc_190040,<JmTipGray>Significantly increased lockpicking speed</>
neigong_desc_190041,"<JmTipGray>For every type of animal tamed,draw one extra Move at the start of the turn(max add 3 moves)</>"
neigong_desc_190042,"<JmTipGray>Xingyi type unique skills need</> <JmTipWhite>- 1</> <JmTipGray>, Xingyi type unique skills damage</> <JmTipWhite>+ 20</>"
neigong_desc_190100,"<JmTipGray>After the confrontation, for every </> <JmTipWhite>1</> <JmTipGray> moves left, </> <JmTipWhite>2%</> <JmTipGray>'s maximum blood</>"
neigong_desc_190101,"<JmTipGray>At the beginning of the battle, for every </> <JmTipWhite>100</> <JmTipGray>current HP, get </> <JmTipWhite>1</> <JmTipGray>layer of spikes</>"
neigong_desc_190110,<JmTipGray>increases the damage of pure yang type unique skills</> <JmTipWhite>50%</> <JmTipGray></>
neigong_desc_190111,<JmTipGray>Gain </> <JmTipWhite>10</> <JmTipGray>Layers of Admiralty</> at the start of battle</>
neigong_desc_190112,"<JmTipGray>Infuriating energy is doubled, every </> <JmTipWhite>10</> <JmTipGray>seconds</> <JmTipWhite>1</> <JmTipGray>Common hidden disease</>"
neigong_desc_190120,"<JmTipGray>For each additional person hit by group attack skills, the damage will increase</> <JmTipWhite>10%</>"
neigong_desc_190121,"<JmTipGray>Begging money increases, there is a chance to get extra props</>"
neigong_desc_190130,"<JmTipGray>Reduce the number of moves drawn each round</> <JmTipWhite>3</> <JmTipGray>, increase</> <JmTipWhite>10</> <JmTipGray>point move damage</>"
neigong_desc_190131,"<JmTipGray>Decrease</> <JmTipWhite>25%</> <JmTipGray>Inner force disappears, during the battle, at the beginning of each round, it causes</> <JmTipWhite>20%</> <JmTipGray>Maximum internal force damage</> >"
neigong_desc_190132,"<JmTipGray>No activation requirement, increase vitality and acupuncture points</>"
neigong_desc_190140,"<JmTipGray> At the beginning of the battle, randomly get </> <JmTipWhite>1</> <JmTipGray> layer of 「Double Turning Stars」 or 「Shifting Trees」</>"
neigong_desc_190141,<JmTipGray>Can exchange the opponent's hidden disease with itself</>
neigong_desc_190150,"<JmTipGray>At the beginning of each round, get </> <JmTipWhite>1</> <JmTipGray>No moves</>"
neigong_desc_190151,"<JmTipGray>According to the maximum internal force</> <JmTipWhite>50%</> <JmTipGray>, increase the damage of sword skills</>"
neigong_desc_190160,"<JmTipGray>All transformations are unified, the source of the body</>"
neigong_desc_190161,"<JmTipGray>Mysterious and mysterious, the door of all wonders</>"
neigong_add_zhenqi_prop_136,"<JmTipGray>, increase</> <JmTipWhite>{0}</> <JmTipGray>Mysterious Yin Qi level</>"
neigong_add_zhenqi_prop_137,"<JmTipGray>, increase</> <JmTipWhite>{0}</> <JmTipGray>Pure Yang Qi level</>"
neigong_add_zhenqi_prop_138,"<JmTipGray>, increase the level of</> <JmTipWhite>{0}</> <JmTipGray>bad poison true energy</>"
neigong_add_zhenqi_prop_139,"<JmTipGray>, increase</> <JmTipWhite>{0}</> <JmTipGray>Hunyuan Qi level</>"
Keyword_1,<TipGreen>「Oblivion」</> <TipGray>It’s good to forget sometimes! </>
Keyword_2,"<TipGreen>「Poison Gas」</> <TipGray>When it takes effect,the target takes DMG</> <Red>equal to the current number of stacks.</> <TipGray>Inflicts 「Venom Ailment」 on meridians if triggered multiple times</>"
Keyword_3,"<TipGreen>「Heat」</> <TipGray>When it takes effect,the target takes DMG</> <Red>equal to the current number of stacks.</> <TipGray>Flammables 「Burn」 with</> <Red>10</> <TipGray>stacks of Heat</>"
Keyword_4,<TipGreen>「Cold」</> <TipGray>Slows down Energy recovery and reduces the number of Moves per turn by</> <Red>{0}</> <TipGray>.</> <Red>15</> <TipGray>stacks of Cold may cause 「Frozen」</>
Keyword_5,"<TipGreen>「Dysentery」</> <TipGray>Oh crap,I’ve got the runs...</>"
Keyword_6,<TipGreen>「Drunk」</> <TipGray>Decreases MSPD. Each stack inflicts</> <Red>7.5%</> <TipGray>Flaw. Target 「Passes Out Drunk」 with</> <dmg>15</> <TipGray>stacks of Drunk</> 
Keyword_7,<TipGreen>「Acupoint Block」</> <TipGray>Disables the target to use Skills</>
Keyword_8,<TipGreen>「Crit」</> <TipGray>Deals</> <Red>Double</> <TipGray>DMG</>
Keyword_9,<TipGreen>「Break」</> <TipGray>Has a chance to break opponent’s move.The move that has been successfully broken can’t deal DMG</>
Keyword_10,<TipGreen>「Regenerate Blood」</> <TipGray>Each stack restores</> <Red>10</> <TipGray>Vigor</>
Keyword_11,<TipGreen>「Revitalize」</> <TipGray>Increases</> <TipGray>Energy recovery by</> <Red>100%</>
Keyword_12,<TipGreen>「Misfortune」</> <TipGray>Each stack randomly inflicts</> <Red>1</> <TipGray>debuff</>
Keyword_13,"<TipGreen>「Lampworm」</> <TipGray>Able to trace the parasitifer on the map 「owned Lampworm</> <Red>{0}</> <TipGray>」</>\\n<TipGreen>「Bloodworm」</> <TipGray>When it’s activated,steal </> <Red>1</> <TipGray>Vigor for the caster 「owned Bloodworm</> <Red>{1}</> <TipGray>」</>\\n<TipGreen>「Loveworm」</> <TipGray>The parasitifer will become intimate with the caster under any conditions,unable to have any negative attitudes toward the caster 「owned Loveworm</> <Red>{2}</> <TipGray>」</>\\n<TipGreen>「Deathworm」</> <TipGray>Detonates all the Toxin Worms in the parasitifer,dealing</> <Red>90</> <TipGray>DMG 「owned Deathworm</> <Red>{3}</> <TipGray>」</>"
Keyword_14,Placeholder
Keyword_15,Placeholder
Keyword_16,<TipGreen>「Graft」</> <TipGray>You can now walk like a normal person! !! </>
Keyword_17,"<TipGreen>「Palm Move」</> <TipGray>When it hits,deals</> <Red>{0}</> <TipGray>Vigor DMG to opponent</>"
Keyword_18,"<TipGreen>「Fist Move」</> <TipGray>When it hits,deals</> <Red>{0}</> <TipGray>Vigor DMG to opponent</>"
Keyword_19,"<TipGreen>「Kick Move」</> <TipGray>When it hits,deals</> <Red>{0}</> <TipGray>Vigor DMG to opponent</>"
Keyword_20,"<TipGreen>「Weapon Move」</> <TipGray>When it hits,deals</> <Red>{0}</> <TipGray>Vigor DMG to opponent</>"
Keyword_21,"<TipGreen>「Concealed Weapon Move」</> <TipGray>When it hits,deals</> <Red>{0}</> <TipGray>Vigor DMG to opponent</>"
Keyword_22,"<TipGreen>「Rest:Bed」</> <TipGray>When you have a rest,restores a small amount of Vigor constantly</>"
Keyword_23,"<TipGreen>「Bath:Spring」</> <TipGray>When you have a bath,restores Vigor constantly</>"
Keyword_24,<TipGreen>「Brightsight」</> <TipGray>You can now see the world like a normal person! !! </>
Keyword_25,<TipGreen>「Valve:Inflate」</> <TipGray>Wow...so big...</>
Keyword_26,<TipGreen>「Valve:Deflate」</> <TipGray>Wow...so small...</>
Keyword_27,<TipGreen>「Soar」</> <TipGray>Acquired Qinggong Veteran! !! </>
Keyword_28,<TipGreen>「Wisdom」</> <TipGray>Significantly boosts Acquire SPD! !! </>
Keyword_29,Placeholder
Keyword_30,<TipGreen>「Ordeal Sigil」</> <TipGray>Takes effect on 23:00 - 01:00 everyday and inflicts 「Hysteria」 whose number is equal to</><Red> Misfortune stacks x3</>
Keyword_36,<TipGreen>「Spike」</> <TipGray>Each Spike stack reflects</> <Red>3</> <TipGray>DMG</>
Keyword_37,<TipGreen>「Golden Shield」</> <TipGray>Halves the DMG taken</>
Keyword_39,"<TipGreen>「Cold-blooded」</> <TipGray>Whenever a Skill is used,increase your 「Hysteria」 by </><Red>10</><TipGray> times your positive relations</>"
Keyword_40,<TipGreen>「Freezeproof」</> <TipGray>Immune to Frozen</>
Keyword_41,<TipGreen>「Fireproof」</> <TipGray>Immune to Burn</>
Keyword_42,<TipGreen>「Steadfast」</> <TipGray>Immune to Faint</>
Keyword_43,<TipGreen>「Might」</> <TipGray>Increase DMG dealt by all Moves by</> <Red>2</><TipGray></>
Keyword_44,<TipGreen>「Gale」</> <TipGray>Draw</> <Red>1</> <TipGray>extra Move each turn</>
Keyword_45,<TipGreen>「Vajra」</> <TipGray>Decreases DMG taken by</> <Red>10</>
Keyword_46,<TipGreen>「Source」</> <Red>「{0}」</>
Keyword_47,<TipGreen>「Lampworm」</> <TipGray>Able to trace the parasitifer on the map 「owned Lampworm</> <Red>{0}</> <TipGray>」</>
Keyword_48,"<TipGreen>「Bloodworm」</> <TipGray>When it’s activated,extracts</> <Red>1</> <TipGray>Vigor for the caster 「owned Bloodworm</> <Red>{0}</> <TipGray>」</>"
Keyword_49,"<TipGreen>「Loveworm」</> <TipGray>The parasitifer will become intimate with the caster under any conditions,unable to have any negative attitudes toward the caster. 「owned Loveworm</> <Red>{0}</> <TipGray>」</>"
Keyword_100,<TipGreen>「Loser’s Savior」</> <TipGray>The god of death can’t see you. You’re prevented from </> <Red>1</> <TipGray>defeat! </>
Keyword_101,<TipGreen>「Disabled:Leg」</> <TipGray>Unable to use Kick Moves. Can be cured at the Clinic. </>
Keyword_102,<TipGreen>「Imitation」</> <TipGray>Changes the Skill into the target Skill.The Move requirement will remain the same.</>
Keyword_103,<TipGreen>「Imitation」</> <TipGray>This is a Skill stolen from somewhere </>
Keyword_104,<TipGreen>「Disabled:Hand」</> <TipGray>Unable to use Fist or Palm Moves</>
Keyword_105,<TipGreen>「Disabled:Eye」</> <TipGray>Unable to use Concealed Weapon Moves</>
Keyword_106,<TipGreen>「Faint」</> <TipGray>I’m faint... can’t stand up...</>
Keyword_107,<TipGreen>「Faithful」</> <TipGray>Increases the success chance of Pray by</> <Red>10%</>
Keyword_108,<TipGreen>「Sword Tomb’s Trial」</> <TipGray>Each stack removes</> <Red>220</> <TipGray>Chi! If someone passes the trial...</>
Keyword_109,"<TipGreen>「Prisoner」</> <TipGray>As a prisoner,you’re unable to get out of here…</>"
Keyword_110,"<TipGreen>「Prison Break」</> <TipGray>You got out of prison,but are still a prisoner...</>"
Keyword_111,<TipGreen>「Hidden」</> <TipGray>You’re hidden. It seems no one can find you...「you’re just like that famous hiding master! 」</>
Keyword_113,"<TipGreen>[Evil]</> <TipGray>Sneaky, easy to be </><Red>[despised], don't let others see you before the evil disappears</>"
Keyword_114,"<TipGreen>[Destruction]</> <TipGray>Destruction leaves traces, easy to be</><Red>[despised], don't let others see you before the destruction disappears</>"
Keyword_115,"<TipGreen>[Bloody Slaughter]</>  <TipGray>Covered in thick blood, easy to be </><Red>[disgusted], don't let others see you before the blood disappears</>"
Keyword_116,<TipGreen>「Cold Immune」</> <TipGray>Cannot be inflicted with Cold</>
Keyword_117,<TipGreen>「Heat Immune」</> <TipGray>Cannot be inflicted with Heat</>
Keyword_118,<TipGreen>「Poison Gas Immune」</> <TipGray>Cannot be inflicted with Poison Gas</>
Keyword_119,<TipGreen>「Stained:Justice」</> <TipGray>Tainted by the vile blood of evildoers</>
Keyword_120,<TipGreen>「Stained:Revenge」</> <TipGray>Vengeance is sweet</>
Keyword_121,"<TipGreen>「Stained:Sinner」</> <TipGray>You reek of blood,inviting </><Red>「Dislike」</>"
Keyword_122,<TipGreen>「Turn the Stars」</> <TipGray>Absorbed the unique skills:</>
Keyword_122_0,<TipGreen>「Dou Zhuan Xing Shift」</> <TipGray>Absorb 1 of the opponent's unique skills</>
Keyword_122_extra,"\\nWhen <TipGray> is removed by Xingyuejiaohui, trigger that 1 layer of stored unique skills</>\\nWhen <TipGray> is removed by Xingyue Kuangzhao, each layer will add an additional {0}% unique skills When the damage</>\\n<TipGray> is removed by Zhongxing Pengyue, each layer will restore {1}% of the maximum vitality</>"
Keyword_123,<TipGreen>「Movement」</> <TipGray>Absorbed moves:</>
Keyword_123_0,<TipGreen>「Transcendence」</> <TipGray>Absorbs the first {0} moves played by the opponent this round</>
Keyword_123_extra,"\\nWhen <TipGray> is removed by Xingyue Brilliance, play the move saved by the 1 layer.</>\\nWhen <TipGray> is removed by Xingyue Kuangzhao, each layer will increase by {0}% Move damage</>\\nWhen <TipGray> is removed by Zhongxing Pengyue, each layer will restore {1}% of the lost vitality</>"
Keyword_124,"<TipGreen>「Gang Qi」</> <TipGray>Currently has {0} points of Gang Qi</>\\n<TipGray>(Gang Qi can resist damage, replenish to the upper limit of {1} every round)</> "
Keyword_125,"<TipGreen>「Sky Prison」</> <TipGray> Imprisoned by the Sky Prison, unable to perform any actions! </>"
Keyword_200,"<TipGreen>「Changeable Move」</> <TipGray>When connected to Changeable Move,you’re able to change </> <Red>1</> <TipGray> Move on the field into Changeable Move</>"
Keyword_201,"<TipGreen>「Omni Move」</> <TipGray>When connected to Omni Move,you’re able to additionally connect to any</> <Red>1</> <TipGray> move combo on the field.</>"
Keyword_202,"<TipGreen>「Guard Moves」</> <TipGray>After linking Guard Moves, you can copy the connected </> <Red>{0}</> <TipGray> moves to the next round</>"
Keyword_204,<TipGreen>「No move」</> <TipGray>can refer to any move</>
Keyword_mbuff_fire,<TipGreen>「Inflicts Heat」</> <TipGray>Inflicts</> <Red>1</> <TipGray>stack of Heat on opponent</>
Keyword_mbuff_ice,<TipGreen>「Inflicts Cold」</> <TipGray>Inflicts</> <Red>1</> <TipGray>stack of Cold on opponent</>
Keyword_mbuff_poison,<TipGreen>「Inflicts Poison Gas」</> <TipGray>Inflicts</> <Red>1</> <TipGray>stack of Poison Gas on opponent</>
Keyword_mbuff_drunk,<TipGreen>「Inflicts Drunk」</> <TipGray>Inflicts</> <Red>1</> <TipGray>stack of Drunk on opponent</>
Keyword_mbuff_fake,<TipGreen>「Current Effect」</> <TipGray>Changes next connected Move into {0}</>
Keyword_mbuff_flaws,"<TipRed>「Flaw」</> <TipGray>The move has been broken,unable to cause DMG</>"
Keyword_mbuff_crt,<TipGreen>「Crit」</> <TipGray>Deals</> <Red>Double</> <TipGray>DMG</>
Keyword_300,<TipGreen>「Chest」</> <TipGray>Is there a Chest?</>
Keyword_301,<TipGreen>「My Home」</> <TipGray>{0}</>
Keyword_302,<TipGreen>「{0} Hall」</> <TipGray>{1}</>
Keyword_303,<TipGreen>「{0}’s {1}」</> <TipGray>{2}</>
Keyword_304,<TipGreen>「{0}」</> <TipGray>{1}</>
Keyword_306,<TipGreen>「{0}」</> <TipGray>Station</>\\n<TipGray>Toll：{1} Coins</>
Keyword_307,<TipGreen>Small Merchant Ship</>
Keyword_999,<TipGreen>「Test State」</> <TipGray>Increases MSPD by</> <Red>200%</>
Keyword_500,<TipGreen>「{0}’s Home」</> <TipGray>{1}</>
Keyword_600,<Yellow>How to acquire:Sneak</>
Keyword_601,<Yellow>How to acquire:Use 「Astringent」</>
Keyword_602,<Yellow>How to acquire:Defeat Snake</>
Keyword_603,<Yellow>How to acquire:Defeat Monkey</>
Keyword_604,<Yellow>How to acquire:Defeat Horse</>
Keyword_605,<Yellow>How to acquire:Defeat Eagle</>
Keyword_606,<Yellow>How to acquire:Defeat Marten</>
Keyword_607,<Yellow>How to acquire:Take DMG</>
Keyword_608,<Yellow>How to acquire:Connect Meridians to Inner Elixir Field</>
Keyword_700,<ZQ_XuanYin>「Chi of the Moon」 Bonus</>\\n{0}
Keyword_701,<ZQ_ChunYang>「Chi of the Sun」 Bonus</>\\n{0}
Keyword_702,<ZQ_DuSha>「Chi of Venom」 Bonus</>\\n{0}
Keyword_703,<ZQ_HunYuan>「Chi of Harmony」 Bonus</>\\n{0}
Keyword_800,<TipGray>Advanced to</><Yellow>[{0}]</>\\n<TipGray>Still need</> <Yellow>{1}</> <TipGray>Martial arts experience</>
Keyword_800_1,<TipGray>Reached </><Yellow>「{0}」</>
Skill_Name_40000,Palm
