"neigong_name_190027","清心诀"
"neigong_name_190028","万兽诀"
"neigong_name_190029","化龙功"
"neigong_name_190031","五觉功"
"neigong_name_190032","夺魄功"
"neigong_name_190033","醉意功"
"neigong_name_190034","混元一气功"
"neigong_name_190035","洗髓功"
"neigong_name_190036","血煞吐纳功"
"neigong_name_190037","金针度穴功"
"neigong_name_190038","偷天换日功"
"neigong_name_190039","解蛊诀"
"neigong_name_190040","玲珑诀"
"neigong_name_190041","驭兽决"
"neigong_name_190042","形意五禽功"
"neigong_name_190100","玄龟养生术"
"neigong_name_190101","搬血锻体诀"
"neigong_name_190110","罗汉伏魔功"
"neigong_name_190111","金刚护体神功"
"neigong_name_190112","易筋经「梵」"
"neigong_name_190120","擒龙伏虎功"
"neigong_name_190121","莲花落"
"neigong_name_190130","武当太和功"
"neigong_name_190131","武当纯阳功"
"neigong_name_190132","混元先天功"
"neigong_name_190140","紫薇七星诀"
"neigong_name_190141","转星换斗神功"
"neigong_name_190150","无迹心决"
"neigong_name_190151","紫霞剑气"
"neigong_name_190160","护体罡气"
"neigong_name_190161","真法"
"neigong_name_190170","竟日不全功"
"neigong_name_190180","永夜杀法"
# 内功描述,
"neigong_desc_collect","<JmTipGray>正在收集中</>"
"neigong_desc_190000","<JmTipGray>气血恢复加倍</>"
"neigong_desc_190000_collect","<JmTipGray>领悟途径：通过睡觉领悟</>"
"neigong_desc_190001","<JmTipGray>每打出 3 个掌法偷取 1 个招式</>"
"neigong_desc_190002","<JmTipGray>拳法招式可以吸血</>"
"neigong_desc_190003","<JmTipGray>每打出 3 个脚法施加 2 层灼热</>"
"neigong_desc_190004","<JmTipGray>每打出 3 个兵器闪避 2 个招式</>"
"neigong_desc_190005","<JmTipGray>每打出 3 个暗器施加 2 层毒瘴</>"
"neigong_desc_190006","<JmTipGray>激活形意系列 5 种内功效果</>"
"neigong_desc_190007","<JmTipGray>抽取招式时，招式概率附带寒冷</>"
"neigong_desc_190007_collect","<JmTipGray>领悟途径：维持寒冷状态</> <JmTipWhite>30</> <JmTipGray>层以上</>"
"neigong_desc_190008","<JmTipGray>抽取招式时，招式概率附带毒瘴</>"
"neigong_desc_190009","<JmTipGray>抽取招式时，招式概率附带灼热</>"
"neigong_desc_190009_collect","<JmTipGray>领悟途径：维持灼热状态</> <JmTipWhite>30</> <JmTipGray>层以上</>"
"neigong_desc_190010","<JmTipGray>移速不会受到醉意影响，免疫醉倒</>"
"neigong_desc_190010_collect","<JmTipGray>领悟来源：醉倒</>"
"neigong_desc_190011","<JmTipGray>敌人的任意行为都有概率附加厄运状态</>"
"neigong_desc_190012","<JmTipGray>获得招式时概率附加蛊虫</>"
"neigong_desc_190013","<JmTipGray>寒冷状态减少对方造成的伤害</>"
"neigong_desc_190014","<JmTipGray>寒冷状态效果增强</>"
"neigong_desc_190015","<JmTipGray>敌人每存在一种负面状态，我方受到的伤害减少</>"
"neigong_desc_190016","<JmTipGray>交锋后清除自身</> <JmTipWhite>1</> <JmTipGray>层负面状态</>"
"neigong_desc_190017","<JmTipGray>如果交锋时双方的招式都带有醉拳状态，根据该招式的伤害造成额外伤害</>"
"neigong_desc_190018","<JmTipGray>带醉拳招式的招式可以无视连接规则进行连接</>"
"neigong_desc_190019","<JmTipGray>气血高于</> <JmTipWhite>90%</> <JmTipGray>时，一回合生成招式增加</>"
"neigong_desc_190020","<JmTipGray>灼热效果增强「装备损耗增加」</>"
"neigong_desc_190021","<JmTipGray>有概率无视敌人的招式造成伤害</>"
"neigong_desc_190022","<JmTipGray>战斗选项增加</> <JmTipWhite>奇袭</> <JmTipGray>，进行一回合后脱离战斗，并提高本次战斗造成的伤害</>"
"neigong_desc_190023","<JmTipGray>每回合随机激活一个暗器绝学</>"
"neigong_desc_190024","<JmTipGray>最大真气增加</> <JmTipWhite>20</>"
"neigong_desc_190025","<JmTipGray>战斗中，每回合转化</> <JmTipWhite>1</> <JmTipGray>层负面状态为</> <JmTipWhite>5%</> <JmTipGray>气血</>"
"neigong_desc_190025_collect","<JmTipGray>领悟途径：维持毒瘴状态</> <JmTipWhite>30</> <JmTipGray>层以上</>"
"neigong_desc_190026","<JmTipGray>降低</> <JmTipWhite>5</> <JmTipGray>「灼热」状态最高层数，抵抗「燃烧」状态</>"
"neigong_desc_190026_collect","<JmTipGray>领悟途径：给对手造成灼热状态</>"
"neigong_desc_190027","<JmTipGray>降低</> <JmTipWhite>5</> <JmTipGray>「寒冷」状态最高层数，抵抗「冰冻」状态</>"
"neigong_desc_190027_collect","<JmTipGray>领悟途径：给对手造成寒冷状态</>"
"neigong_desc_190028","<JmTipGray>可驯化动物</>"
"neigong_desc_190029","<JmTipGray>每驯化</> <JmTipWhite>1</> <JmTipGray>只动物</> <JmTipWhite>+ 10</> <JmTipGray>气血，</> <JmTipWhite>+ 1</> <JmTipGray>伤害，</> <JmTipWhite>+ 20</> <JmTipGray>负重，</> <JmTipWhite>+ 2</> <JmTipGray>真气</>"
"neigong_desc_190031","<JmTipGray>潜行时,感知范围</> <JmTipWhite>+ 1000</>"
"neigong_desc_190031_collect","<JmTipGray>领悟途径：战斗中使用绝学「妙手空空」</>"
"neigong_desc_190032","<JmTipGray>每受到</> <JmTipWhite>5</> <JmTipGray>次伤害，给对手施加</> <JmTipWhite>1</> <JmTipGray>层厄运</>"
"neigong_desc_190032_collect","<JmTipGray>领悟途径：战斗中使用绝学「摄魂曲」</>"
"neigong_desc_190033","<JmTipGray>抽取招式时，招式概率附带醉意</>"
"neigong_desc_190033_collect","<JmTipGray>领悟途径：战斗中使用绝学「对酒当歌」</>"
"neigong_desc_190034","<JmTipGray>最大真气增加</> <JmTipWhite>10</>"
"neigong_desc_190034_collect","<JmTipGray>领悟途径：游泳</>"
"neigong_desc_190035","<JmTipGray>大量增加气血和负重</>"
"neigong_desc_190036","<JmTipGray>回合开始时，未打出招式数不超过</> <JmTipWhite>3</> <JmTipGray>招，则恢复</> <JmTipWhite>10%</> <JmTipGray>气血</>"
"neigong_desc_190037","<JmTipGray>连接穴位后清除穴位周围隐疾</>"
"neigong_desc_190038","<JmTipGray>每受到</> <JmTipWhite>3</> <JmTipGray>次伤害，偷取对手</> <JmTipWhite>1</> <JmTipGray>个招式</>"
"neigong_desc_190039","<JmTipGray>可以治疗经脉中的蛊虫隐疾</>"
"neigong_desc_190040","<JmTipGray>大幅提高开锁速度</>"
"neigong_desc_190041","<JmTipGray>每驯化一种动物，回合开始时，额外抽取一个招式（最多增加三招）</>"
"neigong_desc_190042","<JmTipGray>形意类绝学招式需求</> <JmTipWhite>- 1</> <JmTipGray> ，形意类绝学伤害</> <JmTipWhite>+ 20</>"
"neigong_desc_190100","<JmTipGray>交锋后每剩</> <JmTipWhite>1</> <JmTipGray>个招式，回复</> <JmTipWhite>2%</> <JmTipGray>的最大气血</>"
"neigong_desc_190101","<JmTipGray>在战斗开始时，每</> <JmTipWhite>100</> <JmTipGray>当前气血，获得</> <JmTipWhite>1</> <JmTipGray>层「尖刺」</>"
"neigong_desc_190110","<JmTipGray>增加纯阳类绝学</> <JmTipWhite>50%</> <JmTipGray>的伤害</>"
"neigong_desc_190110_collect","<JmTipGray>正在修炼中</>"
"neigong_desc_190111","<JmTipGray>战斗开始时获得</> <JmTipWhite>10</> <JmTipGray>层「金钟罩」</>"
"neigong_desc_190112","<JmTipGray>真气翻倍，每隔</> <JmTipWhite>10</> <JmTipGray>秒清除</> <JmTipWhite>1</> <JmTipGray>个普通隐疾</>"
"neigong_desc_190120","<JmTipGray>群攻类绝学每多命中一人，伤害增加</> <JmTipWhite>10%</>"
"neigong_desc_190121","<JmTipGray>乞讨金钱增加，有几率获得额外道具</>"
"neigong_desc_190130","<JmTipGray>每回合抽取招式减少</> <JmTipWhite>3</> <JmTipGray>，增加</> <JmTipWhite>10</> <JmTipGray>点招式伤害</>"
"neigong_desc_190131","<JmTipGray>减少</> <JmTipWhite>25%</> <JmTipGray>内力消耗，战斗中，每回合开始时，附加一层「反震」</>"
"neigong_desc_190132","<JmTipGray>无激活要求，增加生命力和穴位</>"
"neigong_desc_190140","<JmTipGray>每回合随机激活</> <JmTipWhite>1</> <JmTipGray>次【斗转星移】或【移花接木】绝学</>"
"neigong_desc_190141","<JmTipGray>可在外部将对方隐疾与自身互换</>"
"neigong_desc_190150","<JmTipGray>每回合开始阶段，获得</> <JmTipWhite>1</> <JmTipGray>个无招</>"
"neigong_desc_190151","<JmTipGray>根据最大内力的</> <JmTipWhite>50%</> <JmTipGray>，提升剑法类绝学伤害</>"
"neigong_desc_190160","<JmTipGray>战斗开始时获得「罡气」，「罡气」每回合都会补充到上限值。</>"
"neigong_desc_190161","<JmTipGray>每到1/3/5/7/9回合时，无视需求按照顺序激活你的1/2/3/4/5号位的武学。每天都会增加20点你所有武学的修习进度。外部内力消耗降低99%。不会获得</> <JmTipWhite>除内伤外</> <JmTipGray>的任何隐疾（包含断手、瘸腿、瞎眼）。获得海量气血，巨量真气，首次激活后巨量生命力，拓宽经脉。</>"
"neigong_desc_190170","<JmTipGray>白天移动速度增加</> <JmTipWhite>20%</> <JmTipGray>，如果有不全人状态，战斗中每回合多抽取</> <JmTipWhite>1</> <JmTipGray>个招式</>"
"neigong_desc_190180","<JmTipGray>潜行状态下，与目标角色得动作交互新增偷袭按钮，消耗所有内力，对目标角色造成等量气血伤害，目标气血被清空时将晕厥，提升</> <JmTipWhite>3</> <JmTipGray>玄阴真气等级</>"
# 内功真气加成描述,
"neigong_add_zhenqi_prop_136","<JmTipGray>，提升</> <JmTipWhite>{0}</> <JmTipGray>玄阴真气等级</>"
"neigong_add_zhenqi_prop_137","<JmTipGray>，提升</> <JmTipWhite>{0}</> <JmTipGray>纯阳真气等级</>"
"neigong_add_zhenqi_prop_138","<JmTipGray>，提升</> <JmTipWhite>{0}</> <JmTipGray>煞毒真气等级</>"
"neigong_add_zhenqi_prop_139","<JmTipGray>，提升</> <JmTipWhite>{0}</> <JmTipGray>混元真气等级</>"
# 关键字描述,
"Keyword_1","<TipGreen>「遗忘」</> <TipGray>不过是一招半式，忘了也罢！</>"
"Keyword_2","<TipGreen>「毒瘴」</> <TipGray>起效时，受到</><Red>当前层数</><TipGray>伤害</><TipGray>多次触发会在经脉产生「剧毒隐疾」</>"
"Keyword_3","<TipGreen>「灼热」</> <TipGray>起效时，受到</><Red>当前层数</><TipGray>伤害</><TipGray>易燃物灼热</> <Red>10</> <TipGray>层会「燃烧」</>"
"Keyword_4","<TipGreen>「寒冷」</> <TipGray>内力恢复速度缓慢，每回合招式数量减少</> <Red>{0}</> <TipGray>寒冷</> <Red>15</> <TipGray>层有可能「冰冻」</>"
"Keyword_5","<TipGreen>「痢疾」</> <TipGray>时不时的就感觉马上要窜稀了……</>"
"Keyword_6","<TipGreen>「醉意」</> <TipGray>减少移动速度，每层增加</> <Red>7.5%</> <TipGray>招式破绽，醉意</> <dmg>15</> <TipGray>层时会「醉倒」</> "
"Keyword_7","<TipGreen>「封穴」</> <TipGray>无法使用绝学</>"
"Keyword_8","<TipGreen>「暴击」</> <TipGray>招式暴击，造成</> <Red>2</> <TipGray>倍伤害</>"
"Keyword_9","<TipGreen>「识破」</> <TipGray>有概率识破敌人招式，被识破的招式无法造成伤害</>"
"Keyword_10","<TipGreen>「生血」</> <TipGray>每层可恢复</> <Red>10</> <TipGray>气血</>"
"Keyword_11","<TipGreen>「续气」</> <TipGray>提升</> <Red>100%</> <TipGray>内力回复值</>"
"Keyword_12","<TipGreen>「厄运」</> <TipGray>每层随机施加</> <Red>1</> <TipGray>个负面状态</>"
"Keyword_13","<TipGreen>「灯蛊」</> <TipGray>可在地图上追踪宿主「持有灯虫</> <Red>{0}</> <TipGray>」</>\\n<TipGreen>「血蛊」</> <TipGray>每次触发，为蛊师吸取</> <Red>1</> <TipGray>点气血「持有血虫</> <Red>{1}</> <TipGray>」</>\\n<TipGreen>「情蛊」</> <TipGray>宿主对蛊师无条件情投意合，无法产生负面态度「持有情虫</> <Red>{2}</> <TipGray>」</>\\n<TipGreen>「绝蛊」</> <TipGray>使宿主体内所有蛊虫自爆，造成</> <Red>90</> <TipGray>伤害「持有绝虫</> <Red>{3}</> <TipGray>」</>"
"Keyword_14","占位"
"Keyword_15","占位"
"Keyword_16","<TipGreen>「接肢」</> <TipGray>你现在可以像个正常人一般走路了！！！</>"
"Keyword_17","<TipGreen>「掌法招式」</> <TipGray>命中时，给对手造成</> <Red>{0}</> <TipGray>点气血伤害</>"
"Keyword_18","<TipGreen>「拳法招式」</> <TipGray>命中时，给对手造成</> <Red>{0}</> <TipGray>点气血伤害</>"
"Keyword_19","<TipGreen>「腿法招式」</> <TipGray>命中时，给对手造成</> <Red>{0}</> <TipGray>点气血伤害</>"
"Keyword_20","<TipGreen>「兵器招式」</> <TipGray>命中时，给对手造成</> <Red>{0}</> <TipGray>点气血伤害</>"
"Keyword_21","<TipGreen>「暗器招式」</> <TipGray>命中时，给对手造成</> <Red>{0}</> <TipGray>点气血伤害</>"
"Keyword_22","<TipGreen>「休息·床」</> <TipGray>休息时，可持续恢复少量气血</>"
"Keyword_23","<TipGreen>「沐浴·温泉」</> <TipGray>沐浴时，可持续恢复气血</>"
"Keyword_24","<TipGreen>「明目」</> <TipGray>你现在可以像个正常人一样看世界了！！！</>"
"Keyword_25","<TipGreen>「爆胎·胀」</> <TipGray>大……好大……</>"
"Keyword_26","<TipGreen>「爆胎·缩」</> <TipGray>小……好小……</>"
"Keyword_27","<TipGreen>「飞天」</> <TipGray>获得了轻功小成能力！！！</>"
"Keyword_28","<TipGreen>「聪慧」</> <TipGray>领悟速度大幅提升！！！</>"
"Keyword_29","占位"
"Keyword_30","<TipGreen>「噬心蚀骨符」</> <TipGray>每日子时发作，发作时，产生</><Red>厄运层数x3</><TipGray>个「癫狂隐疾」</>"
"Keyword_36","<TipGreen>「尖刺」</> <TipGray>受到伤害时，返还尖刺层数*</> <Red>3</> <TipGray>的伤害</>"
"Keyword_37","<TipGreen>「金钟罩」</> <TipGray>受到的伤害减半</>"
"Keyword_39","<TipGreen>「绝情绝义」</> <TipGray>每使用一次绝学，自身增加正面关系人数</><Red>10</><TipGray>倍的「癫狂隐疾」</>"
"Keyword_40","<TipGreen>「不冻」</> <TipGray>免疫冰冻状态</>"
"Keyword_41","<TipGreen>「不燃」</> <TipGray>免疫燃烧状态</>"
"Keyword_42","<TipGreen>「不倒」</> <TipGray>免疫晕厥状态</>"
"Keyword_43","<TipGreen>「大力」</> <TipGray>增加所有招式</> <Red>2</> <TipGray>伤害</>"
"Keyword_44","<TipGreen>「疾风」</> <TipGray>每回合，额外抽取</> <Red>1</> <TipGray>招式</>"
"Keyword_45","<TipGreen>「金刚」</> <TipGray>受到的伤害减少</> <Red>10</>"
"Keyword_46","<TipGreen>「来源」</> <Red>「{0}」</>"
"Keyword_47","<TipGreen>「灯蛊」</> <TipGray>可在地图上追踪宿主「持有灯虫</> <Red>{0}</> <TipGray>」</>"
"Keyword_48","<TipGreen>「血蛊」</> <TipGray>每次触发，为蛊师吸取</> <Red>1</> <TipGray>点气血「持有血虫</> <Red>{0}</> <TipGray>」</>"
"Keyword_49","<TipGreen>「情蛊」</> <TipGray>宿主对蛊师无条件情投意合，无法产生负面态度「持有情虫</> <Red>{0}</> <TipGray>」</>"
"Keyword_50","<TipGreen>「僧人」</> <TipGray>你现在是一名僧人了</>"
"Keyword_51","<TipGreen>「反震」</> <TipGray>回合结束起效，造成</> <Red>20%</> <TipGray>最大内力的伤害</>"
"Keyword_52","<TipGreen>「道心破碎」</> <TipGray>每层降低</> <Red>10</> <TipGray>心境最大值，最低降至</> <Red>10</>"
"Keyword_53","<TipGreen>「至亲离世」</> <TipGray>每层降低</> <Red>30%</> <TipGray>心境最大值，最低降至</> <Red>10</> <TipGray>（在逝者的坟墓，或者城隍庙进行祭拜可消除）</>"
"Keyword_54","<TipGreen>「挚爱离世」</> <TipGray>每层降低</> <Red>15%</> <TipGray>心境最大值，最低降至</> <Red>10</> <TipGray>（在逝者的坟墓，或者城隍庙进行祭拜可消除）</>"
"Keyword_55","<TipGreen>「挚友离世」</> <TipGray>每层降低</> <Red>15%</> <TipGray>心境最大值，最低降至</> <Red>10</> <TipGray>（在逝者的坟墓，或者城隍庙进行祭拜可消除）</>"
"Keyword_100","<TipGreen>「败者救星」</> <TipGray>阎王爷可能走亲戚去了，避免</> <Red>1</> <TipGray>次战败！</>"
"Keyword_101","<TipGreen>「残疾·腿」</> <TipGray>无法使出腿法招式，医馆可以治疗。</>"
"Keyword_102","<TipGreen>「模仿」</> <TipGray>本绝学替换为目标绝学，且招式需求不变</>"
"Keyword_103","<TipGreen>「模仿」</> <TipGray>这是一个被偷来的绝学</>"
"Keyword_104","<TipGreen>「残废·手」</> <TipGray>无法使出拳法、掌法招式</>"
"Keyword_105","<TipGreen>「残废·眼」</> <TipGray>无法使出暗器招式</>"
"Keyword_106","<TipGreen>「晕倒」</> <TipGray>晕倒了，起不来了……</>"
"Keyword_107","<TipGreen>「心诚」</> <TipGray>祈求成功率增加</> <Red>10%</>"
"Keyword_108","<TipGreen>「剑冢的考验」</> <TipGray>每层扣除</> <Red>220</> <TipGray>真气！如果通过考验……</>"
"Keyword_109","<TipGreen>「囚徒」</> <TipGray>作为一名囚徒，是无法逃离这牢笼的……</>"
"Keyword_110","<TipGreen>「越狱」</> <TipGray>虽然逃离了牢笼，但仍旧是一名囚徒……</>"
"Keyword_111","<TipGreen>「躲藏」</> <TipGray>藏了起来，他人应该无法察觉……「样子像极了那位有名的躲藏专家！」</>"
"Keyword_113","<TipGreen>「恶行」</> <TipGray>鬼鬼祟祟，容易遭人</><Red>「鄙视」，恶行消失前不要被人看到你，被人看到将累计罪恶值，皇朝势力出现时，将受到通缉</>"
"Keyword_114","<TipGreen>「破坏」</> <TipGray>破坏留下踪迹，容易遭人</><Red>「鄙视」，破坏消失前不要被人看到你</>"
"Keyword_115","<TipGreen>「染血·滥杀无辜」</> <TipGray>沾染浓郁血气，容易遭人</><Red>「厌恶」，染血消失前不要被人看到你</>"
"Keyword_116","<TipGreen>「免疫寒冷」</> <TipGray>无法被施加寒冷状态</>"
"Keyword_117","<TipGreen>「免疫灼热」</> <TipGray>无法被施加灼热状态</>"
"Keyword_118","<TipGreen>「免疫毒瘴」</> <TipGray>无法被施加毒瘴状态</>"
"Keyword_119","<TipGreen>「染血·替天行道」</> <TipGray>粘上了作奸犯科之人的血迹</>"
"Keyword_120","<TipGreen>「染血·报仇雪恨」</> <TipGray>刚刚大仇得报</>"
"Keyword_121","<TipGreen>「染血·罪孽深重」</> <TipGray>沾染浓郁血气，容易遭人</><Red>「厌恶」</>"
"Keyword_122","<TipGreen>「斗转星移」</> <TipGray>已吸收绝学：</>"
"Keyword_122_0","<TipGreen>「斗转星移」</> <TipGray>吸收对手</> <Red>1</> <TipGray>个绝学（激活的优先）</>"
"Keyword_122_extra","\\n<TipGray>被</><Yellow>星月交辉</><TipGray>、</><Yellow>星月旷照</><TipGray>、</><Yellow>众星捧月</><TipGray>移除时，触发那</> <Red>1</> <TipGray>层保存的绝学</>\\n<TipGray>被</><Yellow>星月旷照</><TipGray>移除时，每层额外增加</> <Red>{0}%</> <TipGray>绝学伤害</>\\n<TipGray>被</><Yellow>众星捧月</><TipGray>移除时，每层回复</> <Red>{1}%</> <TipGray>最大气血</>"
"Keyword_123","<TipGreen>「移花接木」</> <TipGray>已吸收招式：</>"
"Keyword_123_0","<TipGreen>「移花接木」</> <TipGray>吸收本回合对手打出的前</> <Red>{0}</> <TipGray>个招式</>"
